"","text","b"
"2462","london has fallen review not bad expected unrealism shooting blowing things decent brainless action movie do not feel cheated paying rent",1
"2463","is making villains great again have read review infinity war find",-1
"2464","premise is dated succeeds wonderful comedic timing s charm",1
"2465","new van damme is jean claude ep bloodsport paul reviews movie bloodsport why does frank love giants",1
"2466","film review black panther",-1
"2467","movie review artsy attempts investigate gender neutrality leaves neutral impressionmovie review artsy attempts investigate gender neutrality leaves neutral impression",1
"2468","get real show etc review",0
"2469","is finally theaters have doubt is watch weekend here s review",-1
"2470","rediscovered initial review batman v superman i was not very kind",1
"2471","just seen new film check pm uk time next episode show thoughts",1
"2472","make review infinity war",1
"2473","comes down pacino jordan final help decide please thanks",1
"2474","things matter andre aciman",0
"2475","tsjs spoilerfree avengers infinity war",1
"2476","feel pretty movie review",1
"2477","posted",0
"2478","john carpenters ward keep talking",0
"2479","john carpenters ward keep talking",0
"2480","get funny face",1
"2481","latest sakimin daily times",0
"2482","piper",0
"2483","have recorded special extra episode week avengers infinity war how did everyone elce find let know",1
"2484","read review avengers infinity war web log",1
"2485","week movie review adam sandlers better films is not saying much entertainment news firstpost",1
"2486","help subscribing leaving star f uf get reviews pick random get choose next list review so join journey",1
"2487","dead list pray are not keep talking",-1
"2488","dead list pray are not keep talking",-1
"2489","new rating is out website",1
"2490","team up bring movie bucket list trailer pahilat Kick ass review now",-1
"2491","is now poorly written overexaggerated fictional story substance full review here",-1
"2492","reaction",0
"2493","gtgt sin spoilers spoilers",-1
"2494","get real show etc review",0
"2495","very good script spiced screenplay usual gave best performance stunts dance effortlessly performed difficult dance movements",1
"2496","avengers infinity war",1
"2497","lacks charm fun most other disney movies colours wind is great",1
"2498","looking weekend maybe check greatest showman",1
"2499","is something almost dreamlike way everything is presented read why weeks movie sponsored",0
"2500","quiet place lr inventive nerveshredding f uf ub",1
"2501","conjuring ed lorraine warren keep talking",0
"2502","conjuring ed lorraine warren keep talking",0
"2503","get funny face",1
"2504","weird fiction review",-1
"2505","second semifinal help decide please thanks",1
"2506","want see beautiful open very heartwarming movie then go see first chance get read review amazing film",1
"2507","cinemas did ever need",0
"2508","is cute is funny is emotional do not miss rib tickling story not review now",1
"2509","horror year greatly overhyped lets see new review",-1
"2510","arrow video blue ray pickups haul reviews unboxing april",0
"2511","huge blue ray pickups haul pickups",0
"2512","mermaids blue ray review unboxing",0
"2513","winchester blue ray review unboxing",0
"2514","saving private ryan ok blue ray review unboxing",1
"2515","carries hansal mehta s gripping clinical terrorography",-1
"2516","had nice talk zach tonight does nonmcu er coined phrase denial normal t touch enjoy biggest crossover time find super tuesday get snapped existence i care f uf you",1
"2517","happy star wars day th be",1
"2518","review coming tonight",0
"2519","latest review almost invisible more crap chemical burn entertainment awesome",1
"2520","get real show etc review",0
"2521","best villains mcu broke box office records work i did when avengers teaser dropped",-1
"2522","coming soon jurassic games die game die real keep talking",-1
"2523","feel pretty tries prove beauty is skin deep",1
"2524","i uploaded new episode drivein avengers infinity war review part",1
"2525","movie review is link",0
"2526","episode is now available paul pete latest blockbuster",1
"2527","everything wrong worst have seen while minor",-1
"2528","monster trucks is heartlifting ages fun ride awesome creative ideas i totally story is impressive bringing new color family film surprisingly entertaining super delightful buckle",1
"2529","nothing better waking cool review movie see next month thank want come",1
"2530","everything wrong minor included",-1
"2531","red sparrow movie review espionage thriller thrills",1
"2532","robin hood official trailer reaction check",-1
"2533","coming soon jurassic games die game die real keep talking",-1
"2534","avengers infinity war review",1
"2535","asghar farhadi s salesman awarded iranian drama",1
"2536","new now website",1
"2537","new now website",1
"2538","really want see quiet place complete review",1
"2539","red carpet white hart",1
"2540","gehenna where death lives keep talking",-1
"2541","say initially is scary movie",-1
"2542","wild things are movie review ratings kids",-1
"2543","coming soon jurassic games die game die real keep talking",-1
"2544","has heart right place something gets lost delivery muddled message",1
"2545","asghar farhadi s salesman awarded iranian drama",1
"2546","retrocritic ready player review",1
"2547","movie review kidnap",-1
"2548","avengers war movie review non spoilers spoilers",-1
"2549","get funny face",1
"2550","get funny face",1
"2551","get real show etc review",0
"2552","coming soon jurassic games die game die real keep talking",-1
"2553","get funny face",1
"2554","asghar farhadi s salesman awarded iranian drama",1
"2555","first semifinal help decide please thanks",1
"2556","weaves story simple incident makes cry uncontrollably are marvellous own rights hats off guys",-1
"2557","ready player ready player was fun egg hunt film pop culture references scene was enjoyable movie full review web log link bio rating",1
"2558","spoilerfree look avengers infinity war article aliceginevra micheli",1
"2559","good things boss baby",1
"2560","movie review date night",0
"2561","update incoming",0
"2562","rrated single boob shot i want money back",-1
"2563","great hero stories including many old testament follow journey central character is wronged is called save people powerful enemy",1
"2564","manhunt ensues when foster father hec ward ricky baker go bush",0
