"","text","b"
"2279","week session discuss recent hit sci fuck film annihilation spoiler alert discuss major plot points ending",-1
"2280","sure was great is space jam find",-1
"2281","tonight legion dark officially drops be new episode weeks have got say am loving revisiting kinky movies",1
"2282","movie review tonight",0
"2283","as fan was looks did",0
"2284","looking something watch underrated cult classic films are turning year have seen are missing",-1
"2285","why does always have be good guys ending not getting girl",1
"2286","winners announced is horror awards",1
"2287","hold solo",0
"2288","ghosthouse remake launches crowd funding campaign peep teaser horror society",-1
"2289","movie review avengers infinity war",1
"2290","need have own podcast",0
"2291","need have own podcast",0
"2292","gothic review miss horror daydream",-1
"2293","infinity war spoiler free",-1
"2294","latest review link bio",0
"2295","blood spattered bride review sunday classics better church",1
"2296","spoilers promise am going say how much looved movie head over",1
"2297","new post podcast smoking lamb avengers infinity war non spoiler spoiler",-1
"2298","winchester review house is too big britches",1
"2299","all new begins pm est pm pst listen visit",1
"2300","film critic seeking come show",-1
"2301","am loving promo marvel new antman wasp trailer tomorrow let go",1
"2302","effect gamma rays man moon marigolds blue ray reviewed",0
"2303","film review marlina murderer acts",-1
"2304","forgotten pro business message is wonderful life",1
"2305","avengers infinity war topples star wars record opening",-1
"2306","featured nell minow steps up open microphone next week chat things film am honored have subscribe link denial normal miss",-1
"2307","effect gamma rays man moon marigolds blue ray reviewed",0
"2308","are dillon dutch check love",1
"2309","review surreal hyper violent fever dream tantrum james bell",-1
"2310","bet video is going be bitch save went bit crazy gifs etc was so much fun quicker usual sit do stay tuned be coming soon",1
"2311","avengers infinity war is here time geek review give pros cons want get insight as well be sure comment channel",1
"2312","review avengers infinity wars",-1
"2313","review scooby doo monster mexico gang battles chupacabra",-1
"2314","are just short monthly page read goal consider heading reading few articles help start even like content",1
"2315","superheroes stacking try thwart dastardly villain be quite dust",-1
"2316","want more talk check",1
"2317","want more talk check",1
"2318","new post avengers week phil top marvels best post credit scenes",1
"2319","is gives audience glimpse japan educates how hard is become",-1
"2320","movie review smokin aces assassins ball is barely connected predecessor film is still full top explosions government conspiracy theories fun ride good story",-1
"2321","infinity war spoiler free",-1
"2322","miss banshee when fatal attraction hits social media age sex happens swipe identities get stolen kind fell apart",-1
"2323","ladies run about town were tomorrow men savor cultural domesticity afternoon tea hell breaks loose kate scarjo nail moment",-1
"2324","new post phil top comic book movie villains",1
"2325","episode bookmarked movie reviews tara host tells movies used be comic books watch video",0
"2326","deathmatch comment favorite moment question predictions avengers include video thanks everyone",1
"2327","have say thought april ranking be easy choice slam dunk is actually much more difficult choose place anticipated laughing out loud",-1
"2328","is outrageously",-1
"2329","final girls review day want see is actually screen",0
"2330","halloween thoughts",0
"2331","is family b you ad you ad you ad you ad you ad you ad you ad you ad you ad you ad you ad you ad you ad",0
"2332","spoilers discussion personal end theory avengers infinity war is up",1
"2333","beetlejuice review casey favorites let sing song bananas",1
"2334","put speed rating videos together mega movie review check",0
"2335","check spoiler free avengers infinity war review",-1
"2336","earth review so bad bad nsfw",-1
"2337","review demon shadows classic horror novel michael sirota check web log",-1
"2338","review crystal menace movie monolith monsters",-1
"2339","avengers infinity war second viewing",1
"2340","time faves",0
"2341","peeps approve you",1
"2342","lizard woman skin review sunday classics",1
"2343","film critic seeking come show",-1
"2344","drag review have drink time someone pukes",-1
"2345","read review",0
"2346","little ghostly web is ghoulish good watch now come see how many dark i gave read short review watch trailer here reviews page",-1
"2347","review worst disney movies time wrinkle time",-1
"2348","shh go see quiet place do",1
"2349","new post avengers week guardians galaxy vol quick capsule review",1
"2350","virtual tourist time portia is up includes mini movie review avengers infinity war",1
"2351","did marvel russo brothers do impossible check no spoilers avengers infinity war review father daughter why shared love movies turned web log you you bye bye you you",1
"2352","batman begins",0
"2353","are are getting tired fake good reviews watching bad movies denial normal worry install wom application get real movie ratings watching movie",-1
"2354","so where is hose mr lombardo review erotic thriller wild things",-1
"2355","are back",0
"2356","nice awesome guys are including movies too",1
"2357","today be watching weeks show channel am excited am huge fan make sure catch episode tuesday",1
